date,Q_total,Q_sensible,Q_latent,outdoor_air_flow,heating_setpoint,cooling_setpoint,humidifying_setpoint,dehumidifying_setpoint,state
2001-01-09 12:30:00,-1615.9571243053151,-1615.9571243053151,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-09 13:30:00,-2733.2812669830464,-2733.2812669830464,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-09 14:30:00,-2372.404807418444,-2372.404807418444,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-09 15:30:00,-1077.6807014647084,-1077.6807014647084,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-09 16:30:00,-17.58706990258088,-17.58706990258088,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-09 17:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-09 18:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-09 19:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-09 20:30:00,239.37751253426723,239.37751253426723,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-09 21:30:00,571.5714994022583,571.5714994022583,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-09 22:30:00,750.7014121411676,750.7014121411676,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-09 23:30:00,862.5615875481062,862.5615875481062,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 00:30:00,938.2090309392788,938.2090309392788,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 01:30:00,995.0849333313199,995.0849333313199,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 02:30:00,1048.049125153957,1048.049125153957,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 03:30:00,1088.9638251796114,1088.9638251796114,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 04:30:00,1123.9777127044545,1123.9777127044545,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 05:30:00,1163.9359455412541,1163.9359455412541,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 06:30:00,1197.1629703160988,1197.1629703160988,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 07:30:00,1232.4966034279196,1232.4966034279196,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 08:30:00,1200.8889426143996,1200.8889426143996,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 09:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-10 10:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-10 11:30:00,-685.9410170144793,-685.9410170144793,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-10 12:30:00,-932.8489542671769,-932.8489542671769,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-10 13:30:00,-1597.4179407886704,-1597.4179407886704,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-10 14:30:00,-1610.9474434134181,-1610.9474434134181,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-10 15:30:00,-1991.9004957687457,-1991.9004957687457,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-10 16:30:00,-938.2161306241296,-938.2161306241296,0.0,0.0,20.0,27.0,0.0,100.0,-1.0
2001-01-10 17:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-10 18:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-10 19:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-10 20:30:00,0.0,0.0,0.0,0.0,20.0,27.0,0.0,100.0,3.0
2001-01-10 21:30:00,257.9101763255694,257.9101763255694,0.0,0.0,20.0,27.0,0.0,100.0,1.0
2001-01-10 22:30:00,574.6901482562589,574.6901482562589,0.0,0.0,20.0,27.0,0.0,100.0,1.0
